year,country_code,population,gdp_per_capita_2011ppp,gdp_per_capita_current_ppp,gdp_per_capita_current_usd
2016,PRT,10325452.00000000000,27233.6071290127000,31043.5638622436000,19978.40121496800000
2017,PRT,10300300.00000000000,28257.3441737696000,32777.4019740351000,21437.34750367940000
2018,PRT,10283822.00000000000,28999.3730926755000,33415.4379006894000,23407.90658879680000
2006,PRY,5913209.00000000000,8280.2017501434400,7600.7040303897800,2271.09003761933000
2007,PRY,5998427.00000000000,8605.1108153638200,8111.1379285929800,2976.82550327827000
2008,PRY,6081296.00000000000,9027.6027740390700,8674.8954999946600,4041.58387643025000
2009,PRY,6163972.00000000000,8883.5412536841900,8601.5401649727300,3624.57105807169000
2010,PRY,6248020.00000000000,9740.6818801008800,9541.3718041362200,4355.93493867734000
2011,PRY,6333976.00000000000,10016.7703711715000,10016.7703711715000,5322.96375987671000
2012,PRY,6421512.00000000000,9827.0186675452500,10015.4860474511000,5183.08287691315000
2013,PRY,6510276.00000000000,10508.9432944214000,10898.4490164687000,5926.83286284344000
2014,PRY,6599526.00000000000,10870.7434394442000,11486.9443725394000,6102.94323272326000
2015,PRY,6688746.00000000000,11056.1334381666000,11807.7725892954000,5406.70385708338000
2016,PRY,6777872.00000000000,11381.3204923257000,12287.9858793238000,5319.41021789703000
2017,PRY,6867062.00000000000,11790.4615618001000,12971.6838450291000,5680.58076826353000
2018,PRY,6956071.00000000000,12067.5362699846000,13599.9265632594000,5821.81432292324000
2006,PSE,3406334.00000000000,3363.8057053627800,3087.7619113273500,1441.46170046742000
2007,PSE,3494496.00000000000,3495.0425219895100,3294.4110274024200,1575.56340027289000
2008,PSE,3591977.00000000000,3606.8998382649200,3465.9787275838000,1857.89051544595000
2009,PSE,3689099.00000000000,3816.1650703362600,3695.0238864540900,1970.18296337398000
2010,PSE,3786161.00000000000,4019.4850666771500,3937.2399134282000,2354.12598671847000
2011,PSE,3882986.00000000000,4405.7785734791800,4405.7785734791800,2695.19385339015000
2012,PSE,3979998.00000000000,4568.5090704158200,4656.1261762447600,2834.02152463393000
2013,PSE,4076708.00000000000,4559.0322588724400,4728.0092056574900,3060.31238931020000
2014,PSE,4173398.00000000000,4445.3074704133700,4697.2867969813000,3046.82179844817000
2015,PSE,4270092.00000000000,4493.6120798461300,4799.1053870757300,2967.85174651975000
2016,PSE,4367088.00000000000,4600.6853996129800,4967.1878815621800,3074.29115236515000
2017,PSE,4454805.00000000000,4651.7236445884200,5117.7545625139600,3254.48588658763000
2018,PSE,4569087.00000000000,4576.4324971583700,5157.5685782585400,3198.86664447405000
2006,PYF,261010.00000000000,,,
2007,PYF,262721.00000000000,,,
2008,PYF,264061.00000000000,,,
2009,PYF,265254.00000000000,,,
2010,PYF,266455.00000000000,,,
2011,PYF,267698.00000000000,,,
2012,PYF,268998.00000000000,,,
2013,PYF,270328.00000000000,,,
2014,PYF,271705.00000000000,,,
2015,PYF,273124.00000000000,,,
2016,PYF,274575.00000000000,,,
2017,PYF,276103.00000000000,,,
2018,PYF,277679.00000000000,,,
2006,QAT,1022711.00000000000,117155.5880920340000,107541.4558079310000,59530.15354009380000
2007,QAT,1218434.00000000000,116022.7461706380000,109362.5076116340000,65421.75276796930000
2008,QAT,1436665.00000000000,115779.4838667000000,111255.9943903660000,80234.47007134920000
2009,QAT,1654950.00000000000,112525.7182674800000,108953.6771013170000,59094.44493691750000
2010,QAT,1856327.00000000000,119973.5534891300000,117518.7009075550000,67403.16029781060000
2011,QAT,2035871.00000000000,124024.5681645720000,124024.5681645720000,82409.58033454710000
2012,QAT,2196074.00000000000,120366.2801455850000,122674.7236537850000,85076.14792739980000
2013,QAT,2336574.00000000000,118117.8430066590000,122495.7880043630000,85050.91097168220000
2014,QAT,2459198.00000000000,116693.5077011640000,123308.2023383960000,83858.52837987230000
2015,QAT,2565710.00000000000,115940.0272116480000,123822.0832778650000,63039.01655480750000
2016,QAT,2654374.00000000000,114455.7871485380000,123573.6307782980000,57163.06099183570000
2017,QAT,2724724.00000000000,113262.1815527990000,124609.3041396500000,61264.39647779790000
2018,QAT,2781677.00000000000,112599.9725373950000,126898.4259316050000,68793.78443726140000
2006,ROU,21193760.00000000000,15680.9037663144000,11544.6827257528000,5757.49642857190000
2007,ROU,20882982.00000000000,17065.4724093000000,13686.8309720262000,8360.16632132485000
2008,ROU,20537875.00000000000,18967.2843046198000,16782.2320981280000,10435.04398410370000
2009,ROU,20367487.00000000000,18070.7040756282000,16635.2297984454000,8548.11867218639000
2010,ROU,20246871.00000000000,17469.1754478485000,16966.4606092660000,8209.91945621690000
2011,ROU,20147528.00000000000,17907.6746269812000,17907.6746269812000,9104.99562203019000
2012,ROU,20058035.00000000000,18361.2049364098000,18931.5324968882000,8535.04687562670000
2013,ROU,19983693.00000000000,19077.2257782884000,19797.3788746757000,9555.24421733140000
2014,ROU,19908979.00000000000,19801.9480324916000,20623.3243694339000,10026.97357817940000
2015,ROU,19815616.00000000000,20665.6363403955000,21631.7701541759000,8977.49854425137000
2016,ROU,19702468.00000000000,21782.1310204802000,23868.0691960307000,9567.09778191330000
2017,ROU,19587491.00000000000,23467.9443467794000,26631.8794803569000,10807.68448489170000
2018,ROU,19466145.00000000000,24538.0775504910000,28206.3570497561000,12301.18640343020000
2006,RUS,143049528.00000000000,21180.6634337555000,14912.2452959990000,6920.19439783608000
2007,RUS,142805088.00000000000,23020.3518058457000,16648.2446710562000,9101.25670608893000
2008,RUS,142742350.00000000000,24228.0470374763000,20163.6116757122000,11635.27423798740000
2009,RUS,142785342.00000000000,22331.5348971317000,19389.9421268292000,8562.81369695399000
2010,RUS,142849449.00000000000,23325.9811930922000,20490.1294447216000,10674.99720241840000
2011,RUS,142960868.00000000000,24310.0439655517000,24310.0439655517000,14351.21205377530000
2012,RUS,143201676.00000000000,25167.1371068116000,25784.5671588469000,15434.57478071260000
2013,RUS,143506911.00000000000,25565.6523100710000,26240.2745047909000,16007.08999344440000
2014,RUS,143819666.00000000000,25289.2960312304000,25751.5141379420000,14100.72910323440000
2015,RUS,144096870.00000000000,24652.4725045882000,24061.0993665907000,9313.78754211991000
2016,RUS,144342396.00000000000,24688.3642364159000,24072.2779268418000,8745.37511683101000
2017,RUS,144496740.00000000000,25062.4335378232000,25766.9288144165000,10750.58711971980000
2018,RUS,144478050.00000000000,25629.2818237115000,27588.1254398177000,11288.87844750210000
2006,RWA,9043337.00000000000,1148.7343362521900,1054.4658165180500,353.21572841467300
2007,RWA,9273757.00000000000,1205.6996574307100,1136.4869589380600,417.91640846709900
2008,RWA,9524534.00000000000,1304.9821158530500,1253.9966331861700,517.05747136216400
2009,RWA,9782770.00000000000,1349.9204981203000,1307.0683247276300,557.14939726555400
2010,RWA,10039338.00000000000,1411.9032063020600,1383.0133874201100,582.69411912726100
2011,RWA,10293331.00000000000,1486.6554736398200,1486.6554736398200,645.74832072982600
2012,RWA,10549678.00000000000,1575.8796718183400,1606.1026644514300,704.17771253475500
2013,RWA,10811543.00000000000,1610.2878140136500,1669.9718659805300,704.98030245713700
2014,RWA,11083635.00000000000,1667.5799156259800,1762.1055849827900,723.28197330860200
2015,RWA,11369071.00000000000,1769.8802968404400,1890.2036749325000,728.08187938898100
2016,RWA,11668818.00000000000,1827.5589037078900,1973.1469663417000,726.34797449184600
2017,RWA,11980937.00000000000,1888.8219469306300,2078.0527553321600,762.91437455078800
2018,RWA,12301939.00000000000,1997.8591983533900,2251.5563884336300,772.94445992918700
2006,SAU,24498310.00000000000,45675.9217969559000,41927.6212548658000,15384.74015192670000
2007,SAU,25184597.00000000000,45251.9436074698000,42654.2741880519000,16516.62362010860000
2008,SAU,25888541.00000000000,46772.7254740888000,44945.3211327021000,20078.25778980750000
2009,SAU,26630303.00000000000,44533.5677705087000,43119.8843939295000,16113.14248533580000
2010,SAU,27421461.00000000000,45428.2102549943000,44498.6757369481000,19262.54768117570000
2011,SAU,28267685.00000000000,48473.7092080944000,48473.7092080944000,23745.80161434040000
2012,SAU,29155187.00000000000,49541.4178120491000,50491.5474014731000,25243.35869840240000
2013,SAU,30052518.00000000000,49359.4928364860000,51188.9636365965000,24844.74437094870000
2014,SAU,30916994.00000000000,49731.7792971432000,52550.7924564633000,24463.90316385010000
2015,SAU,31717667.00000000000,50467.0001159781000,53897.9439752699000,20627.93278206750000
2016,SAU,32442572.00000000000,50163.6281963091000,54159.7923850344000,19879.29753041770000
2017,SAU,33099147.00000000000,48803.9655567681000,53693.3697012480000,20803.74256573240000
2018,SAU,33699947.00000000000,49100.6563426032000,55335.6795892271000,23338.96345807180000
2006,SDN,31661823.00000000000,2944.5385025355900,2702.9010088398500,905.30974489189100
2007,SDN,32360621.00000000000,3194.4739317583200,3011.0964548561600,1128.41034965442000
2008,SDN,33060837.00000000000,3351.2630713446600,3220.3296561196500,1304.53305055170000
2009,SDN,33783788.00000000000,3368.9655207502600,3262.0203377930900,1238.18084548838000
2010,SDN,34545013.00000000000,3396.6430959086100,3327.1422948555300,1489.87691083872000
2011,SDN,35349681.00000000000,3643.0921609187400,3643.0921609187400,1672.10329458920000
2012,SDN,36193783.00000000000,4074.0225012386200,4152.1561013122300,1882.24677012331000
2013,SDN,37072550.00000000000,4152.2494752565700,4306.1493379419800,1943.91645802007000
2014,SDN,37977655.00000000000,4161.8950623838400,4397.8093432397300,2163.15589835214000
2015,SDN,38902950.00000000000,4262.2336222617100,4551.9969178718800,2486.74565866274000
2016,SDN,39847440.00000000000,4356.7841310534400,4703.8568079815700,2398.10187999332000
2017,SDN,40813396.00000000000,4435.8570954933000,4880.2615167241700,3015.02442975186000
2018,SDN,41801533.00000000000,4230.4838661406300,4767.6898266028200,977.27363572441700
2006,SEN,11382268.00000000000,2677.9276567215200,2458.1690335242100,1040.90399425621000
2007,SEN,11687080.00000000000,2736.8841911450900,2579.7744672071200,1222.37291822580000
2008,SEN,12004701.00000000000,2772.5525455713000,2664.2292758207200,1411.92933206154000
2009,SEN,12335084.00000000000,2754.7549742418400,2667.3074260529600,1317.23568742745000
2010,SEN,12678148.00000000000,2775.7019135999500,2718.9065715423200,1278.97775413162000
2011,SEN,13033809.00000000000,2739.3356552045800,2739.3356552045800,1371.72335308022000
2012,SEN,13401991.00000000000,2800.4115966647800,2854.1192626555400,1330.05744813659000
2013,SEN,13782420.00000000000,2799.9624198601200,2903.7408258804300,1375.67875391026000
2014,SEN,14174731.00000000000,2902.5073324439300,3067.0340491796200,1394.79474326494000
2015,SEN,14578459.00000000000,3001.8191071632900,3205.8944991770500,1218.76424640812000
2016,SEN,14993528.00000000000,3104.2444834845800,3351.5366169284100,1269.04040702421000
2017,SEN,15419381.00000000000,3232.3101648957800,3556.1377583339200,1367.21894802284000
2018,SEN,15854360.00000000000,3356.3359102256500,3782.5386126440500,1521.95355421391000
2006,SGP,4401365.00000000000,66176.0579058254000,60745.4558738742000,33769.15416335010000
2007,SGP,4588599.00000000000,69202.6589326629000,65230.1084404423000,39432.93834937610000
2008,SGP,4839396.00000000000,66842.1501280166000,64230.6359583062000,40007.46926121400000
2009,SGP,4987573.00000000000,64934.7993104453000,62873.4947498107000,38927.20688177150000
2010,SGP,5076732.00000000000,73060.9445998785000,71565.9997287192000,47236.96023454210000
2011,SGP,5183688.00000000000,76034.3340635206000,76034.3340635206000,53890.42872705040000
2012,SGP,5312437.00000000000,77492.6311959496000,78978.8228536234000,55546.48853869210000
2013,SGP,5399162.00000000000,79919.2623645824000,82881.4069989837000,56967.42579403830000
2014,SGP,5469724.00000000000,81965.3610711639000,86611.5135863887000,57562.53079376780000
2015,SGP,5535002.00000000000,83341.5748975964000,89007.4608024746000,55646.61874695050000
2016,SGP,5607283.00000000000,84704.2809301267000,91452.0427299716000,56724.17038588630000
2017,SGP,5612253.00000000000,87760.3681474446000,96552.6026072062000,60297.79378062080000
2018,SGP,5638676.00000000000,90091.4151726294000,101531.6302280670000,64581.94401839540000
2006,SLB,481078.00000000000,1755.4297923707500,1611.3740583322700,949.33760013340300
2007,SLB,492132.00000000000,1841.6115305925500,1735.8945696380200,1048.65001454843000
2008,SLB,503360.00000000000,1928.4830489423500,1853.1374653740000,1208.33861780089000
2009,SLB,515181.00000000000,1794.9518556682400,1737.9725089158200,1160.30164763159000
2010,SLB,527861.00000000000,1871.1176610368400,1832.8315730862700,1290.39878585913000
2011,SLB,541521.00000000000,2064.5958034054800,2064.5958034054800,1722.41812107591000
2012,SLB,556064.00000000000,2102.1902137722100,2142.5070479064300,1913.23201256373000
2013,SLB,571335.00000000000,2107.7468048925500,2185.8687833000400,1977.45140452319000
2014,SLB,587079.00000000000,2097.3766396009600,2216.2650532199200,1996.78118438995000
2015,SLB,603118.00000000000,2093.5024852147100,2235.8269641723000,1914.46792975705000
2016,SLB,619437.00000000000,2104.0035570739000,2271.6139148180700,1986.41622920675000
2017,SLB,636038.00000000000,2124.7731905466500,2337.6426720615200,2059.04542688849000
2018,SLB,652858.00000000000,2149.8250339878700,2422.8195326674600,2137.69069539357000
2006,SLE,5829237.00000000000,1073.9198793004500,985.7908540420860,323.38918487149800
2007,SLE,5989633.00000000000,1129.3820738673700,1064.5503552218100,360.37214180868200
2008,SLE,6133603.00000000000,1162.4090578286000,1116.9938861187600,408.48074207499000
2009,SLE,6272734.00000000000,1172.8627337115400,1135.6311209604300,391.20100531652800
2010,SLE,6415634.00000000000,1208.0487206331400,1183.3300936168700,401.83500136683700
2011,SLE,6563240.00000000000,1255.4530381485800,1255.4530381485800,448.33752552786100
2012,SLE,6712581.00000000000,1413.8813399336300,1440.9974491677700,566.37865693749300
2013,SLE,6863980.00000000000,1669.1312779083300,1730.9963166071700,716.83530473477400
2014,SLE,7017144.00000000000,1707.0973347288200,1803.8630229638500,714.70071238869600
2015,SLE,7171914.00000000000,1326.2055044564500,1416.3661365767900,588.22845270284900
2016,SLE,7328838.00000000000,1376.3974736748800,1486.0448514966500,501.41571285783200
2017,SLE,7488431.00000000000,1403.7910876893600,1544.4292896024600,499.38070781976000
2018,SLE,7650154.00000000000,1421.4694180071100,1601.9740288578800,533.99118425893600
2006,SLV,6079399.00000000000,6116.5212188254700,5614.5814900085000,2631.82041514301000
2007,SLV,6105810.00000000000,6203.3743455035200,5847.2721640304400,2786.15792171718000
2008,SLV,6131764.00000000000,6335.9214532978800,6088.3778206982500,2933.39567537172000
2009,SLV,6157686.00000000000,6177.6305967279400,5981.5265314474500,2858.47963017276000
2010,SLV,6183875.00000000000,6280.9123508431000,6152.3947446649000,2983.24270784904000
2011,SLV,6210568.00000000000,6492.6325503446600,6492.6325503446600,3266.04587535311000
2012,SLV,6237923.00000000000,6646.1591381113600,6773.6224351267500,3428.38473639383000
2013,SLV,6266070.00000000000,6763.9901637668300,7014.6921419625700,3509.53628031605000
2014,SLV,6295128.00000000000,6847.9460495128100,7236.1173617143500,3588.96594318654000
2015,SLV,6325124.00000000000,6978.9719499510700,7453.4297322806300,3705.54000206162000
2016,SLV,6356143.00000000000,7119.0240906281500,7686.1439372690200,3800.10330164063000
2017,SLV,6388122.00000000000,7246.7685299283000,7972.7828953614700,3902.24231785179000
2018,SLV,6420744.00000000000,7393.0067350257100,8331.8041420031900,4058.25243928118000
2006,SMR,29700.00000000000,85478.5675351910000,78463.9447662511000,70457.42837989730000
2007,SMR,30063.00000000000,90467.6698798095000,85274.4100823676000,82771.70364900010000
2008,SMR,30434.00000000000,90839.5079625627000,87290.4201226384000,90435.27029831670000
2009,SMR,30816.00000000000,78207.9887726788000,75725.3371644947000,76686.02129875120000
2010,SMR,31229.00000000000,73580.8805174380000,72075.2969180558000,68496.36068020490000
2011,SMR,31661.00000000000,65725.5675212026000,65725.5675212026000,64890.23886342790000
2012,SMR,32105.00000000000,59923.9091485151000,61073.1592449088000,56068.43454589560000
2013,SMR,32553.00000000000,57306.9477392677000,59430.9847077947000,57302.68800261490000
2014,SMR,32948.00000000000,56110.3390836644000,59290.9167039757000,54282.80979872050000
2015,SMR,33272.00000000000,55897.3248629883000,59697.4434166725000,45774.58789004860000
2016,SMR,33504.00000000000,56731.4869951007000,61250.8637797257000,46692.35109161450000
2017,SMR,33671.00000000000,57296.8642567228000,63037.1257778216000,48494.55141124270000
2018,SMR,33785.00000000000,,,
2006,SOM,10763905.00000000000,,,
2007,SOM,11080121.00000000000,,,
2008,SOM,11397188.00000000000,,,
2009,SOM,11717692.00000000000,,,
2010,SOM,12043883.00000000000,,,
2011,SOM,12376302.00000000000,,,
2012,SOM,12715510.00000000000,,,
2013,SOM,13063706.00000000000,,,297.95547180533000
2014,SOM,13423576.00000000000,,,295.26650044637600
2015,SOM,13797201.00000000000,,,293.45523569695200
2016,SOM,14185613.00000000000,,,295.96785164512700
2017,SOM,14589119.00000000000,,,309.05535477005600
2018,SOM,15008154.00000000000,,,314.54416567076300
2006,SRB,7411569.00000000000,11934.2607678612000,10198.6108053729000,4382.61727851692000
2007,SRB,7381579.00000000000,12754.3798017071000,11225.3624399956000,5848.47640545105000
2008,SRB,7350222.00000000000,13533.2028243101000,12632.1426970174000,7101.04014116862000
2009,SRB,7320807.00000000000,13216.4000369815000,12536.5040525201000,6169.11419477823000
2010,SRB,7291436.00000000000,13366.6444856354000,12797.3242657416000,5735.42285659849000
2011,SRB,7234099.00000000000,13746.9266841334000,13746.9266841334000,6809.15980400146000
2012,SRB,7199077.00000000000,13719.6561285524000,13933.8382111044000,6015.94522756969000
2013,SRB,7164132.00000000000,14185.3727282565000,14629.0705250972000,6755.07367461629000
2014,SRB,7130576.00000000000,14025.5892380081000,14659.5405843770000,6600.05680854589000
2015,SRB,7095383.00000000000,14345.5316051985000,14922.1373462995000,5585.11793778445000
2016,SRB,7058322.00000000000,14902.5598714477000,15615.2321059434000,5756.38119351044000
2017,SRB,7020858.00000000000,15289.1099289758000,16433.4497517736000,6284.19267158800000
2018,SRB,6982604.00000000000,16049.2790508045000,17434.9161253910000,7246.73165586437000
2006,SSD,7907406.00000000000,,,
2007,SSD,8315139.00000000000,,,
2008,SSD,8736939.00000000000,3295.4974017998400,3166.7427440792000,1669.49241213318000
2009,SSD,9142259.00000000000,3308.1733438130500,3203.1579611001500,1337.88208418369000
2010,SSD,9508364.00000000000,3355.5316280354500,3286.8720339826300,1535.70818548721000
2011,SSD,9830698.00000000000,3094.9068405654700,3094.9068405654700,1516.40391495385000
2012,SSD,10113647.00000000000,1622.0227197369500,1653.1306663562200,1179.73982803420000
2013,SSD,10355036.00000000000,1792.2140029951200,1858.6410061430400,1779.46933552020000
2014,SSD,10554883.00000000000,1817.5982652376800,1920.6276259498200,1322.82023755896000
2015,SSD,10715658.00000000000,1597.0909110326100,,1119.65133182314000
2016,SSD,10832512.00000000000,,,
2017,SSD,10910759.00000000000,,,
2018,SSD,10975920.00000000000,,,
2006,STP,161681.00000000000,2339.5749105182800,2147.5825092627800,883.06669807666500
2007,STP,166300.00000000000,2348.5992398598600,2213.7788556400400,896.85461878697400
2008,STP,171120.00000000000,2469.2902814770200,2372.8154292040900,1098.76793385822000
2009,STP,175876.00000000000,2460.8080826062800,2382.6916492394500,1067.91733397689000
2010,STP,180371.00000000000,2559.5757640402400,2507.2027119020400,1094.71063611153000
2011,STP,184524.00000000000,2612.0101469872400,2612.0101469872400,1263.86552259429000
2012,STP,188404.00000000000,2638.5968999527100,2689.2012043898300,1340.52650698418000
2013,STP,192087.00000000000,2712.6126318552000,2813.1534866494300,1577.02232910998000
2014,STP,195727.00000000000,2836.5353186256700,2997.3224552029800,1782.79775624040000
2015,STP,199432.00000000000,2889.5801488777000,3086.0250979521400,1595.86142275725000
2016,STP,203227.00000000000,2953.9338155458800,3189.2518129473600,1710.13394767919000
2017,STP,207089.00000000000,3011.0656599916000,3312.7279685623800,1811.00963265499000
2018,STP,211028.00000000000,3033.3929801627800,3418.5869298218600,2001.14090226164000
2006,SUR,505295.00000000000,12477.0888502683000,11453.1822259189000,5197.71704683160000
2007,SUR,511181.00000000000,12963.8425788566000,12219.6584678411000,5744.75972670722000
2008,SUR,517123.00000000000,13345.8542316880000,12824.4334310975000,6831.97041053749000
2009,SUR,523111.00000000000,13590.6853938242000,13159.2596855456000,7408.38911065830000
2010,SUR,529131.00000000000,14130.5487619727000,13841.4149229009000,8255.79685870480000
2011,SUR,535179.00000000000,14788.0679987466000,14788.0679987466000,8263.17292305383000
2012,SUR,541245.00000000000,15015.7227033505000,15303.7015920688000,9201.00878530056000
2013,SUR,547291.00000000000,15285.4533061068000,15851.9966168861000,9402.23313695562000
2014,SUR,553273.00000000000,15158.8191968362000,16018.0868803893000,9472.00759951427000
2015,SUR,559143.00000000000,14488.0253254679000,15472.9778966420000,8561.97417855142000
2016,SUR,564888.00000000000,13543.1668809036000,14622.0505350045000,5604.72256934099000
2017,SUR,570496.00000000000,13636.2755079176000,15002.4198616203000,5379.11941495353000
2018,SUR,575991.00000000000,13762.8018565847000,15510.4646355856000,6234.04492230646000
2006,SVK,5373054.00000000000,21754.9909900790000,18894.4043480887000,13159.75944139640000
2007,SVK,5374622.00000000000,24104.4633608487000,21201.8585290778000,16085.61152333800000
2008,SVK,5379233.00000000000,25426.4459241974000,23725.8577558996000,18677.29271093180000
2009,SVK,5386406.00000000000,24007.2851799191000,23085.3328910618000,16531.67051407060000
2010,SVK,5391428.00000000000,25357.0631213864000,25152.7641996400000,16727.29132646190000
2011,SVK,5398384.00000000000,26049.7923842016000,26049.7923842016000,18338.36222884370000
2012,SVK,5407579.00000000000,26498.5125794966000,26933.4222167626000,17460.04680935490000
2013,SVK,5413393.00000000000,26647.6260161967000,27967.1723033741000,18236.98078888670000
2014,SVK,5418649.00000000000,27354.5252236851000,28991.5658308395000,18670.93017112270000
2015,SVK,5423801.00000000000,28646.3015063081000,29924.1215483702000,16309.07323559200000
2016,SVK,5430798.00000000000,29216.9037786867000,30824.5961949827000,16505.99806253690000
2017,SVK,5439232.00000000000,30058.6295624233000,32243.8495132531000,17510.08898899010000
2018,SVK,5446771.00000000000,31226.4464427041000,33736.4009371720000,19442.70576206930000
2006,SVN,2006868.00000000000,28280.3863268342000,25693.7309535734000,19672.96549290180000
2007,SVN,2018122.00000000000,30085.6904076774000,27543.4916968252000,23787.64669231360000
2008,SVN,2021316.00000000000,31092.4416240514000,29604.2912348481000,27483.33695245810000
2009,SVN,2039669.00000000000,28486.7953606416000,27543.3911849112000,24694.23055578350000
2010,SVN,2048583.00000000000,28743.9659973341000,27824.6480738151000,23509.54339414930000
2011,SVN,2052843.00000000000,28931.3837141518000,28931.3837141518000,25095.13262820710000
2012,SVN,2057159.00000000000,28108.6605109845000,29042.8202729641000,22643.10025150070000
2013,SVN,2059953.00000000000,27781.6100807741000,29973.6991074851000,23496.60230596730000
2014,SVN,2061980.00000000000,28522.5826403670000,30870.0236667425000,24214.92207172730000
2015,SVN,2063531.00000000000,29131.0429291971000,31636.7500342720000,20881.76676869470000
2016,SVN,2065042.00000000000,30018.4459250621000,33191.6738744733000,21622.58068357600000
2017,SVN,2066388.00000000000,31448.8539123851000,36142.7909392651000,23442.70428187100000
2018,SVN,2073894.00000000000,32728.4011872245000,38048.7846591976000,26123.97386946460000
2006,SWE,9080505.00000000000,42829.8932078697000,37435.3757337054000,46277.57677734020000
2007,SWE,9148092.00000000000,43972.0492786085000,40592.8001968122000,53341.49077267940000
2008,SWE,9219637.00000000000,43525.1086821029000,41971.6120485994000,55903.89989107820000
2009,SWE,9298515.00000000000,41327.6262517909000,40156.4103088914000,46793.94415596110000
2010,SWE,9378126.00000000000,43512.8615867670000,42179.3371249669000,52817.44136579400000
2011,SWE,9449213.00000000000,44503.6732364594000,44503.6732364594000,60612.87883259260000
2012,SWE,9519374.00000000000,43896.9290108978000,45304.4157121075000,57874.28649756110000
2013,SWE,9600379.00000000000,44000.0357191390000,46138.4545736846000,60897.36562525180000
2014,SWE,9696110.00000000000,44762.4902964529000,47045.6463479824000,59843.51916850820000
2015,SWE,9799186.00000000000,46249.6858530882000,48975.0045123538000,51397.19175614460000
2016,SWE,9923085.00000000000,46774.3032291721000,49423.2164670240000,51974.19655534400000
2017,SWE,10057698.00000000000,47261.3001516208000,51878.6943996810000,53744.42903214360000
2018,SWE,10175214.00000000000,47717.6647412546000,53208.8843603785000,54608.36025469060000
2006,SWZ,1036092.00000000000,7631.4811326533200,7005.2193356033700,3176.70034403832000
2007,SWZ,1042652.00000000000,7919.8217738360800,7465.1876257961100,3327.44188009451000
2008,SWZ,1049945.00000000000,7929.4323771481600,7619.6304786302000,3137.39611086379000
2009,SWZ,1057467.00000000000,7996.2452953757900,7742.4107248474600,3385.84292137744000
2010,SWZ,1064837.00000000000,8242.1596221150800,8073.5117306617600,4168.50518307998000
2011,SWZ,1072032.00000000000,8370.8190972289900,8370.8190972289900,4496.60037963614000
2012,SWZ,1079288.00000000000,8762.8051895459600,8930.8625618346300,4527.66898199888000
2013,SWZ,1086839.00000000000,9038.0160675882500,9373.0030282800300,4230.34405091307000
2014,SWZ,1095021.00000000000,9052.4021290191600,9565.5315823751000,4038.55722997694000
2015,SWZ,1104044.00000000000,9186.0426054164300,9810.5456746660000,3689.51870428109000
2016,SWZ,1113984.00000000000,9219.5428785681200,9953.9954772431800,3447.69569812360000
2017,SWZ,1124753.00000000000,9316.1747595906600,10249.5116915508000,3953.08896990829000
2018,SWZ,1136191.00000000000,9439.2083873084100,10637.8417276438000,4145.97411168691000
2006,SXM,33441.00000000000,,,
2007,SXM,33811.00000000000,,,
2008,SXM,33964.00000000000,,,
2009,SXM,34238.00000000000,32875.2767469377000,31831.6767264526000,
2010,SXM,34056.00000000000,34108.5957592644000,33410.6788274205000,
2011,SXM,33435.00000000000,36340.2446386765000,36340.2446386765000,
2012,SXM,34640.00000000000,35563.8488231820000,36245.9097445894000,
2013,SXM,36607.00000000000,34092.6521856189000,35356.2695383849000,
2014,SXM,37685.00000000000,33640.7957676896000,35547.7021221255000,
2015,SXM,38825.00000000000,32819.2424812220000,35050.4228208258000,
2016,SXM,39969.00000000000,32017.7666381359000,34568.3846265629000,
2017,SXM,40574.00000000000,28882.7956693037000,31776.4060396618000,
2018,SXM,40654.00000000000,,,
2006,SYC,84600.00000000000,19086.4536945142000,17520.1631432747000,12014.39987295020000
2007,SYC,85033.00000000000,20968.2166760999000,19764.5447253056000,12154.82993728080000
2008,SYC,86956.00000000000,20064.3023983281000,19280.3926958689000,11122.86206771420000
2009,SYC,87298.00000000000,19764.8070873945000,19137.3887012295000,9706.95605963959000
2010,SYC,89770.00000000000,20365.1189331513000,19948.4157237089000,10804.68447475470000
2011,SYC,87441.00000000000,22556.5825709346000,22556.5825709346000,12189.09516013570000
2012,SYC,88303.00000000000,22618.0123889571000,23051.7917148989000,12006.68296237000000
2013,SYC,89949.00000000000,23540.3805060050000,24412.8862041874000,14765.67398004280000
2014,SYC,91359.00000000000,24221.1443467475000,25594.1039635612000,14700.33434083860000
2015,SYC,93419.00000000000,24856.5597944914000,26546.4058521934000,14745.34146202880000
2016,SYC,94677.00000000000,25630.7102400461000,27672.5188188043000,15077.83902428530000
2017,SYC,95843.00000000000,26415.8067041232000,29062.2628538532000,15683.65649885590000
2018,SYC,96762.00000000000,27114.0154914524000,30557.0757169393000,16433.93528651580000
2006,SYR,19059258.00000000000,,,1748.90568010465000
2007,SYR,19878254.00000000000,,,2032.62348932701000
2008,SYR,20664038.00000000000,,,
2009,SYR,21205873.00000000000,,,
2010,SYR,21362529.00000000000,,,
2011,SYR,21082966.00000000000,,,
2012,SYR,20442541.00000000000,,,
2013,SYR,19584274.00000000000,,,
2014,SYR,18715672.00000000000,,,
2015,SYR,17997408.00000000000,,,
2016,SYR,17453933.00000000000,,,
2017,SYR,17068002.00000000000,,,
2018,SYR,16906283.00000000000,,,
2006,TCA,29391.00000000000,,,24561.65050525670000
