country_code,year,metric_code,group,standard,score_wrt_immediate_duty,score_wrt_global_best,average_immediate_duty_wrt_global_best
COL,2017,Education,Male,HiY,54.09669559,49.16474016,86.40998543
COL,2017,Health,All,HiY,89.60454877,88.16074381,98.62410568
COL,2017,PISA_Average,All,HiY,31.10490217,23.54096542,75.21850644
COL,2017,PISA_Average,Female,HiY,29.8851419,22.75704182,75.21850644
COL,2017,PISA_Average,Male,HiY,32.45103379,24.40383032,75.21850644
COL,2017,Work,All,HiY,70.49776027,65.42575333,90.60993066
COM,2007,Food,All,Core,39.53799092,33.13343328,83.80150966
COM,2007,Food,Female,Core,38.82237254,32.53373428,83.80150966
COM,2007,Food,Male,Core,40.25361067,33.73313343,83.80150966
COM,2007,Health,All,Core,63.30148119,56.83391748,88.98305463
COM,2007,Housing,All,Core,59.60567186,49.68932255,84.75258031
COM,2007,Work,All,Core,77.32313975,66.2,85.61473346
COM,2008,Food,All,Core,39.53799092,33.13343328,83.80150966
COM,2008,Food,Female,Core,38.82237254,32.53373428,83.80150966
COM,2008,Food,Male,Core,40.25361067,33.73313343,83.80150966
COM,2008,Health,All,Core,63.75951998,57.32044526,89.07058664
COM,2008,Housing,All,Core,59.45096356,49.8226228,85.13400703
COM,2008,Work,All,Core,77.32313975,66.2,85.61473346
COM,2009,Food,All,Core,39.53799092,33.13343328,83.80150966
COM,2009,Food,Female,Core,38.82237254,32.53373428,83.80150966
COM,2009,Food,Male,Core,40.25361067,33.73313343,83.80150966
COM,2009,Health,All,Core,64.23316619,57.786186,89.11288053
COM,2009,Housing,All,Core,59.42802206,49.933741,85.31780805
COM,2009,Work,All,Core,77.32313975,66.2,85.61473346
COM,2010,Food,All,Core,39.53799092,33.13343328,83.80150966
COM,2010,Food,Female,Core,38.82237254,32.53373428,83.80150966
COM,2010,Food,Male,Core,40.25361067,33.73313343,83.80150966
COM,2010,Health,All,Core,64.68922727,58.26232026,89.18732222
COM,2010,Housing,All,Core,59.27263248,50.02276819,85.64053504
COM,2010,Work,All,Core,77.32313975,66.2,85.61473346
COM,2011,Housing,All,Core,59.04560694,50.08949114,86.0262435
COM,2011,Work,All,Core,77.32313975,66.2,85.61473346
COM,2012,Food,All,Core,65.42975251,55.32233883,84.55226668
COM,2012,Food,Female,Core,68.79876281,58.1709134,84.55226668
COM,2012,Food,Male,Core,61.88342717,52.32384037,84.55226668
COM,2012,Health,All,Core,62.590383,56.68152369,89.50514769
COM,2012,Housing,All,Core,58.95859611,50.13400842,86.20005927
COM,2012,Work,All,Core,77.32313975,66.2,85.61473346
COM,2013,Education,All,Core,68.17317585,62.30755533,89.55313071
COM,2013,Education,Female,Core,67.65012561,61.5809248,89.55313071
COM,2013,Education,Male,Core,68.6908781,63.02217538,89.55313071
COM,2013,Food,All,Core,65.42975251,55.32233883,84.55226668
COM,2013,Food,Female,Core,68.79876281,58.1709134,84.55226668
COM,2013,Food,Male,Core,61.88342717,52.32384037,84.55226668
COM,2013,Health,All,Core,62.93693326,57.08985703,89.61386912
COM,2013,Housing,All,Core,58.6246694,50.1564169,86.66712791
COM,2013,SER_Average,All,Core,65.34858981,57.47523362,87.54064332
COM,2013,Work,All,Core,71.57841806,62.5,87.31682216
COM,2014,Education,All,Core,66.09095646,60.15372869,89.5181533
COM,2014,Education,Female,Core,66.27389083,60.08758556,89.5181533
COM,2014,Education,Male,Core,65.91938054,60.22305952,89.5181533
COM,2014,Food,All,Core,65.42975251,55.32233883,84.55226668
COM,2014,Food,Female,Core,68.79876281,58.1709134,84.55226668
COM,2014,Food,Male,Core,61.88342717,52.32384037,84.55226668
COM,2014,Health,All,Core,63.34975788,57.45650054,89.59736791
COM,2014,Housing,All,Core,58.6755381,50.15650053,86.59637207
COM,2014,SER_Average,All,Core,65.0248846,57.11781372,87.51619643
COM,2014,Work,All,Core,71.57841806,62.5,87.31682216
COM,2015,Education,All,Core,66.09095646,60.15372869,89.5181533
COM,2015,Education,Female,Core,66.27389083,60.08758556,89.5181533
COM,2015,Education,Male,Core,65.91938054,60.22305952,89.5181533
COM,2015,Food,All,Core,65.42975251,55.32233883,84.55226668
COM,2015,Food,Female,Core,68.79876281,58.1709134,84.55226668
COM,2015,Food,Male,Core,61.88342717,52.32384037,84.55226668
COM,2015,Health,All,Core,63.78646929,57.80235703,89.52998636
COM,2015,Housing,All,Core,59.38663783,50.59916884,86.30694977
COM,2015,SER_Average,All,Core,65.25444683,57.27551868,87.44483565
COM,2015,Work,All,Core,71.57841806,62.5,87.31682216
COM,2016,Education,All,Core,66.09095646,60.15372869,89.5181533
COM,2016,Education,Female,Core,66.27389083,60.08758556,89.5181533
COM,2016,Education,Male,Core,65.91938054,60.22305952,89.5181533
COM,2016,Food,All,Core,65.42975251,55.32233883,84.55226668
COM,2016,Food,Female,Core,68.79876281,58.1709134,84.55226668
COM,2016,Food,Male,Core,61.88342717,52.32384037,84.55226668
COM,2016,Health,All,Core,64.15992869,58.18985703,89.58216141
COM,2016,Housing,All,Core,59.23356152,50.6153158,86.53112559
COM,2016,SER_Average,All,Core,65.29852345,57.35624807,87.50010583
COM,2016,Work,All,Core,71.57841806,62.5,87.31682216
COM,2017,Education,All,Core,64.1753335,58.56862655,89.6539978
COM,2017,Education,Female,Core,64.7783547,58.93233871,89.6539978
COM,2017,Education,Male,Core,63.59283704,58.21765758,89.6539978
COM,2017,Food,All,Core,65.42975251,55.32233883,84.55226668
COM,2017,Food,Female,Core,68.79876281,58.1709134,84.55226668
COM,2017,Food,Male,Core,61.88342717,52.32384037,84.55226668
COM,2017,Health,All,Core,64.48563514,58.55650054,89.66147897
COM,2017,Housing,All,Core,58.99559479,50.63319706,86.8710085
COM,2017,SER_Average,All,Core,64.9329468,57.1161326,87.61111482
COM,2017,Work,All,Core,71.57841806,62.5,87.31682216
CPV,2007,Education,All,Core,80.70340032,77.96598518,95.97301856
CPV,2007,Education,Female,Core,82.61150472,79.66845109,95.97301856
CPV,2007,Education,Male,Core,78.84360708,76.30780021,95.97301856
CPV,2007,Health,All,Core,87.83700656,83.56058143,94.98359648
CPV,2007,Housing,All,Core,62.81163689,62.36891067,99.20570872
CPV,2007,Work,All,Core,72.85875646,72.85875646,100
CPV,2008,Education,All,Core,80.12660183,77.38918669,95.97301856
CPV,2008,Education,Female,Core,81.8062612,78.86320756,95.97301856
CPV,2008,Education,Male,Core,78.49826638,75.96245951,95.97301856
CPV,2008,Health,All,Core,87.776365,83.6196555,95.11070465
CPV,2008,Housing,All,Core,64.19506343,63.82532584,99.35847911
CPV,2008,Work,All,Core,72.85875646,72.85875646,100
CPV,2009,Education,All,Core,80.88746767,78.13309978,96.10915339
CPV,2009,Education,Female,Core,82.45262245,79.48775302,96.10915339
CPV,2009,Education,Male,Core,79.3472823,76.80179283,96.10915339
CPV,2009,Health,All,Core,87.9165533,83.69956291,95.05112956
CPV,2009,Housing,All,Core,66.17739613,65.75132574,99.28724975
CPV,2009,Work,All,Core,72.85875646,72.85875646,100
CPV,2010,Education,All,Core,80.06270316,77.30819885,96.12059725
CPV,2010,Education,Female,Core,81.82977358,78.86490415,96.10915339
CPV,2010,Education,Male,Core,78.10458169,75.55909222,96.10915339
CPV,2010,Health,All,Core,88.00477131,83.78988698,95.05680994
CPV,2010,Housing,All,Core,67.9423973,67.50604679,99.29405521
CPV,2010,Work,All,Core,72.85875646,72.85875646,100
CPV,2011,Education,All,Core,78.78931589,76.03481158,96.12059725
CPV,2011,Education,Female,Core,80.21422491,77.24935548,96.10915339
CPV,2011,Education,Male,Core,77.18252715,74.63703768,96.10915339
CPV,2011,Health,All,Core,88.04826081,83.89062772,95.1199751
CPV,2011,Housing,All,Core,69.47509281,69.07369041,99.36953423
CPV,2011,Work,All,Core,72.85875646,72.85875646,100
CPV,2012,Education,All,Core,81.21560303,78.39436629,96.23852823
CPV,2012,Education,Female,Core,82.61705637,79.60941625,96.23852823
CPV,2012,Education,Male,Core,79.83690786,77.20057441,96.23852823
CPV,2012,Health,All,Core,88.16773237,84.00178513,95.11537765
CPV,2012,Housing,All,Core,71.21543091,70.79814557,99.36405269
CPV,2012,Work,All,Core,72.85875646,72.85875646,100
CPV,2013,Education,All,Core,81.41587936,78.52297049,96.21555734
CPV,2013,Education,Female,Core,83.22657178,80.14393536,96.21555734
CPV,2013,Education,Male,Core,79.64401473,76.93772662,96.21555734
CPV,2013,Health,All,Core,88.35972199,84.17592865,95.10396533
CPV,2013,Housing,All,Core,72.97348216,72.53459419,99.35043752
CPV,2013,Work,All,Core,72.85875646,72.85875646,100
CPV,2014,Education,All,Core,81.76611989,78.83164005,96.18402694
CPV,2014,Education,Female,Core,83.49633821,80.36672158,96.18402694
CPV,2014,Education,Male,Core,80.08574561,77.34249438,96.18402694
CPV,2014,Health,All,Core,88.55591248,84.35007217,95.08830393
CPV,2014,Housing,All,Core,74.740076,74.27552778,99.33173397
CPV,2014,Work,All,Core,72.85875646,72.85875646,100
CPV,2015,Education,All,Core,82.21061819,79.23690914,96.17247441
CPV,2015,Education,Female,Core,83.74959488,80.60548221,96.17247441
CPV,2015,Education,Male,Core,80.71431793,77.90755864,96.17247441
CPV,2015,Health,All,Core,88.74252326,84.52421569,95.0825667
CPV,2015,Housing,All,Core,76.45975477,75.97745518,99.32487675
CPV,2015,Work,All,Core,72.85875646,72.85875646,100
CPV,2016,Education,All,Core,81.26959546,78.43643223,96.33317902
CPV,2016,Education,Female,Core,82.4864756,79.49130943,96.33317902
CPV,2016,Education,Male,Core,80.0899307,77.4159352,96.33317902
CPV,2016,Housing,All,Core,77.74032508,77.31642211,99.42005624
CPV,2016,Work,All,Core,72.85875646,72.85875646,100
CPV,2017,Education,All,Core,81.26472126,78.53153454,96.44596909
CPV,2017,Education,Female,Core,82.53495623,79.64920149,96.44596909
CPV,2017,Education,Male,Core,80.01640673,77.43385818,96.44596909
CPV,2017,Housing,All,Core,79.00420051,78.62109307,99.48658881
CPV,2017,Work,All,Core,72.85875646,72.85875646,100
CPV,2017,Food,All,HiY,67.44195986,61.19565217,90.73824708
CRI,2007,Health,All,Core,97.37487852,96.09314925,97.84291556
CRI,2007,Housing,All,Core,94.63947804,94.63947804,100
CRI,2007,Work,All,Core,92.2835074,92.2835074,100
CRI,2008,Food,All,Core,95.2769735,95.05247376,99.76437147
CRI,2008,Food,Female,Core,93.77418226,93.55322353,99.76437147
CRI,2008,Food,Male,Core,96.47920631,96.25187378,99.76437147
CRI,2008,Health,All,Core,96.2943873,94.15001224,97.91101773
CRI,2008,Housing,All,Core,94.94623012,94.94623012,100
CRI,2008,Work,All,Core,92.16310294,92.16310294,100
CRI,2009,Food,All,Core,95.2769735,95.05247376,99.76437147
CRI,2009,Food,Female,Core,93.77418226,93.55322353,99.76437147
CRI,2009,Food,Male,Core,96.47920631,96.25187378,99.76437147
CRI,2009,Health,All,Core,96.85128192,94.64968979,97.86357155
CRI,2009,Housing,All,Core,95.46635061,95.46635061,100
CRI,2009,Work,All,Core,91.80681034,91.80681034,100
CRI,2010,Food,All,Core,95.2769735,95.05247376,99.76437147
CRI,2010,Food,Female,Core,93.77418226,93.55322353,99.76437147
CRI,2010,Food,Male,Core,96.47920631,96.25187378,99.76437147
CRI,2010,Health,All,Core,97.25557749,95.10994499,97.93847624
CRI,2010,Housing,All,Core,95.8395079,95.8395079,100
CRI,2010,Work,All,Core,93.91284989,93.91284989,100
CRI,2011,Education,All,Core,86.17438709,85.26433209,98.82002884
CRI,2011,Food,All,Core,95.2769735,95.05247376,99.76437147
CRI,2011,Food,Female,Core,93.77418226,93.55322353,99.76437147
CRI,2011,Food,Male,Core,96.47920631,96.25187378,99.76437147
CRI,2011,Health,All,Core,94.8299342,92.80369162,97.99923845
CRI,2011,Housing,All,Core,96.21781089,96.21781089,100
CRI,2011,SER_Average,All,Core,93.17302775,92.54086829,99.31672775
CRI,2011,Work,All,Core,93.36603308,93.36603308,100
CRI,2012,Education,All,Core,86.37269848,85.51807303,98.89515815
CRI,2012,Food,All,Core,95.2769735,95.05247376,99.76437147
CRI,2012,Food,Female,Core,93.77418226,93.55322353,99.76437147
CRI,2012,Food,Male,Core,96.47920631,96.25187378,99.76437147
CRI,2012,Health,All,Core,94.84215141,92.84754157,98.03737502
CRI,2012,Housing,All,Core,96.57863532,96.57863532,100
CRI,2012,SER_Average,All,Core,93.29562162,92.68087462,99.33938093
CRI,2012,Work,All,Core,93.40764941,93.40764941,100
CRI,2013,Education,All,Core,86.06159889,85.21058127,98.91810371
CRI,2013,Education,Female,Core,87.42944249,86.55316298,98.91810371
CRI,2013,Education,Male,Core,84.75367087,83.92682513,98.91810371
CRI,2013,Food,All,Core,95.2769735,95.05247376,99.76437147
CRI,2013,Food,Female,Core,93.77418226,93.55322353,99.76437147
CRI,2013,Food,Male,Core,96.47920631,96.25187378,99.76437147
CRI,2013,Health,All,Core,94.92733285,92.94088101,98.04902721
CRI,2013,Housing,All,Core,96.96882084,96.96882084,100
CRI,2013,SER_Average,All,Core,93.38381918,92.77142534,99.34630048
CRI,2013,Work,All,Core,93.68436983,93.68436983,100
CRI,2014,Education,All,Core,85.24587501,84.42257746,98.96620342
CRI,2014,Education,Female,Core,86.244976,85.40032584,98.96620342
CRI,2014,Education,Male,Core,84.29019041,83.48731714,98.96620342
CRI,2014,Food,All,Core,95.2769735,95.05247376,99.76437147
CRI,2014,Food,Female,Core,93.77418226,93.55322353,99.76437147
CRI,2014,Food,Male,Core,96.47920631,96.25187378,99.76437147
CRI,2014,Health,All,Core,94.99066989,93.01682815,98.07346038
CRI,2014,Housing,All,Core,97.32826727,97.32826727,100
CRI,2014,SER_Average,All,Core,93.35397513,92.74964732,99.36080705
CRI,2014,Work,All,Core,93.92808999,93.92808999,100
CRI,2015,Education,All,Core,87.2707189,86.46444416,99.01602894
CRI,2015,Education,Female,Core,87.96751236,87.14447111,99.01602894
CRI,2015,Education,Male,Core,86.60449144,85.81425028,99.01602894
CRI,2015,Food,All,Core,95.2769735,95.05247376,99.76437147
CRI,2015,Food,Female,Core,93.77418226,93.55322353,99.76437147
CRI,2015,Food,Male,Core,96.47920631,96.25187378,99.76437147
CRI,2015,Health,All,Core,95.59082328,93.69002932,98.17829372
CRI,2015,Housing,All,Core,97.6766443,97.6766443,100
CRI,2015,SER_Average,All,Core,93.87012596,93.28381228,99.39173883
CRI,2015,Work,All,Core,93.53546983,93.53546983,100
CRI,2016,Education,All,Core,89.20030839,88.42337347,99.07660295
CRI,2016,Education,Female,Core,90.13309556,89.34005737,99.07660295
CRI,2016,Education,Male,Core,88.30855435,87.54701703,99.07660295
CRI,2016,Food,All,Core,95.2769735,95.05247376,99.76437147
CRI,2016,Food,Female,Core,93.77418226,93.55322353,99.76437147
CRI,2016,Food,Male,Core,96.47920631,96.25187378,99.76437147
CRI,2016,Health,All,Core,95.62564501,93.74168751,98.20909011
CRI,2016,Housing,All,Core,97.97152661,97.97152661,100
CRI,2016,SER_Average,All,Core,94.36723788,93.79015945,99.41001291
CRI,2016,Work,All,Core,93.76173588,93.76173588,100
CRI,2017,Education,All,Core,85.9434871,85.21064132,99.12058199
CRI,2017,Education,Female,Core,86.90272853,86.15187297,99.12058199
CRI,2017,Education,Male,Core,85.02642771,84.31079894,99.12058199
CRI,2017,Food,All,Core,95.2769735,95.05247376,99.76437147
CRI,2017,Food,Female,Core,93.77418226,93.55322353,99.76437147
CRI,2017,Food,Male,Core,96.47920631,96.25187378,99.76437147
CRI,2017,Health,All,Core,95.65044849,93.77885374,98.23145919
CRI,2017,Housing,All,Core,98.13998075,98.13998075,100
CRI,2017,SER_Average,All,Core,94.10227706,93.53648901,99.42328253
CRI,2017,Work,All,Core,95.50049547,95.50049547,100
CRI,2007,Health,All,HiY,94.78980665,93.19398855,98.53124718
CRI,2008,Health,All,HiY,94.65014374,93.09199936,98.57750211
CRI,2009,Health,All,HiY,94.70366313,93.11878104,98.54527591
CRI,2010,Health,All,HiY,94.63921404,93.09493526,98.59615402
CRI,2011,Health,All,HiY,94.53152225,93.02073641,98.63743269
CRI,2012,Education,All,HiY,54.98306375,50.39430183,87.18070868
CRI,2012,Education,Female,HiY,55.20690811,50.89208779,87.18070868
CRI,2012,Education,Male,HiY,54.58284583,49.73851627,87.18070868
CRI,2012,Health,All,HiY,94.40571888,92.93310857,98.6840533
CRI,2012,PISA_Average,All,HiY,32.61338659,25.14511366,76.57110107
CRI,2012,PISA_Average,Female,HiY,31.00798858,24.13296558,76.57110107
CRI,2012,PISA_Average,Male,HiY,33.77809421,25.75526253,76.57110107
CRI,2012,Work,All,HiY,65.98226301,61.81602199,91.17587735
CRI,2013,Education,All,HiY,55.63660092,51.05144683,87.20365425
CRI,2013,Education,Female,HiY,56.0013838,51.68759279,87.20365425
CRI,2013,Education,Male,HiY,55.10184785,50.26358627,87.20365425
CRI,2013,Health,All,HiY,94.39332474,92.93141203,98.69829665
CRI,2013,PISA_Average,All,HiY,32.61338659,25.14511366,76.57110107
CRI,2013,PISA_Average,Female,HiY,31.00798858,24.13296558,76.57110107
CRI,2013,PISA_Average,Male,HiY,33.77809421,25.75526253,76.57110107
CRI,2013,Work,All,HiY,65.91728949,61.74780605,91.31500816
CRI,2014,Education,All,HiY,56.12582085,51.56838683,87.25175396
CRI,2014,Education,Female,HiY,56.35584945,52.07368779,87.25175396
CRI,2014,Education,Male,HiY,55.72034537,50.90605627,87.25175396
CRI,2014,Health,All,HiY,94.41441744,92.96889164,98.72816152
CRI,2014,PISA_Average,All,HiY,32.61338659,25.14511366,76.57110107
CRI,2014,PISA_Average,Female,HiY,31.00798858,24.13296558,76.57110107
CRI,2014,PISA_Average,Male,HiY,33.77809421,25.75526253,76.57110107
CRI,2014,Work,All,HiY,62.16997134,58.38888127,91.60405838
CRI,2015,Education,All,HiY,54.52308972,50.81498566,88.05791257
CRI,2015,Education,Female,HiY,53.78755989,50.48602085,88.05791257
CRI,2015,Education,Male,HiY,55.22885995,51.11961145,88.05791257
CRI,2015,Food,All,HiY,82.07265487,78.91304348,96.15022641
CRI,2015,Health,All,HiY,94.32153124,92.89424974,98.75910823
CRI,2015,PISA_Average,All,HiY,27.10527996,21.30162132,78.08376727
CRI,2015,PISA_Average,Female,HiY,23.93025729,18.97326169,78.08376727
CRI,2015,PISA_Average,Male,HiY,30.1462976,23.5082829,78.08376727
CRI,2015,Work,All,HiY,64.03169733,60.12992749,91.90009281
CRI,2016,Education,All,HiY,55.6220249,51.94326066,88.11848658
CRI,2016,Education,Female,HiY,54.90647184,51.63493585,88.11848658
CRI,2016,Education,Male,HiY,56.30878612,52.22824145,88.11848658
CRI,2016,Food,All,HiY,81.63029886,78.58695652,96.27179811
CRI,2016,Health,All,HiY,94.35635297,92.94590793,98.78990462
CRI,2016,PISA_Average,All,HiY,27.10527996,21.30162132,78.08376727
CRI,2016,PISA_Average,Female,HiY,23.93025729,18.97326169,78.08376727
CRI,2016,PISA_Average,Male,HiY,30.1462976,23.5082829,78.08376727
CRI,2016,Work,All,HiY,62.75849172,59.15593532,92.25587718
CRI,2017,Education,All,HiY,55.21916076,51.58448566,88.16246562
CRI,2017,Education,Female,HiY,54.6556092,51.42625585,88.16246562
CRI,2017,Education,Male,HiY,55.76078256,51.72614645,88.16246562
CRI,2017,Food,All,HiY,79.86363856,76.95652174,96.35989935
CRI,2017,Health,All,HiY,94.38115645,92.98307417,98.8122737
CRI,2017,PISA_Average,All,HiY,27.10527996,21.30162132,78.08376727
CRI,2017,PISA_Average,Female,HiY,23.93025729,18.97326169,78.08376727
CRI,2017,PISA_Average,Male,HiY,30.1462976,23.5082829,78.08376727
CRI,2017,Work,All,HiY,64.73375279,61.10675745,92.51167768
CUW,2007,Housing,All,Core,97.46809761,97.46809761,100
CUW,2008,Housing,All,Core,97.56285734,97.56285734,100
CUW,2009,Housing,All,Core,97.68257859,97.68257859,100
CUW,2010,Housing,All,Core,97.80103144,97.80103144,100
CUW,2011,Housing,All,Core,97.91437462,97.91437462,100
CUW,2012,Housing,All,Core,98.02843,98.02843,100
CUW,2013,Housing,All,Core,98.15031054,98.15031054,100
CUW,2014,Housing,All,Core,98.17301288,98.17301288,100
CUW,2015,Housing,All,Core,98.1824133,98.1824133,100
CUW,2016,Housing,All,Core,98.2007962,98.2007962,100
CUW,2017,Housing,All,Core,98.21919631,98.21919631,100
CYM,2007,Housing,All,Core,64.24664073,64.24664073,100
CYM,2008,Housing,All,Core,64.70628945,64.70628945,100
CYM,2009,Housing,All,Core,66.10424534,66.10424534,100
CYM,2010,Housing,All,Core,66.79714918,66.79714918,100
CYM,2011,Housing,All,Core,66.92262729,66.92262729,100
CYM,2012,Housing,All,Core,67.00576994,67.00576994,100
CYM,2013,Housing,All,Core,67.05444175,67.05444175,100
CYM,2014,Housing,All,Core,66.90811873,66.90811873,100
CYM,2015,Housing,All,Core,66.72648997,66.72648997,100
CYM,2016,Housing,All,Core,66.500569,66.500569,100
CYM,2017,Housing,All,Core,66.500569,66.500569,100
CYP,2007,Education,All,Core,94.96429649,94.96429649,100
CYP,2007,Education,Female,Core,89.06788801,89.06788801,100
CYP,2007,Education,Male,Core,88.43010699,88.43010699,100
CYP,2007,Housing,All,Core,99.46142293,99.46142293,100
CYP,2007,Work,All,Core,100,100,100
CYP,2008,Education,All,Core,94.51712023,94.51712023,100
CYP,2008,Education,Female,Core,89.27915828,89.27915828,100
CYP,2008,Education,Male,Core,88.9620602,88.9620602,100
CYP,2008,Housing,All,Core,99.36776411,99.36776411,100
CYP,2008,Work,All,Core,100,100,100
CYP,2009,Education,All,Core,94.58867204,94.58867204,100
CYP,2009,Education,Female,Core,89.19035778,89.19035778,100
CYP,2009,Education,Male,Core,88.86228282,88.86228282,100
CYP,2009,Housing,All,Core,99.29357137,99.29357137,100
CYP,2009,Work,All,Core,99.49881293,99.49881293,100
CYP,2010,Education,All,Core,91.54857291,91.54857291,100
CYP,2010,Education,Female,Core,85.5426026,85.5426026,100
CYP,2010,Education,Male,Core,85.34250102,85.34250102,100
CYP,2010,Housing,All,Core,99.20956405,99.20956405,100
CYP,2010,Work,All,Core,100,100,100
CYP,2011,Education,All,Core,91.51093508,91.51093508,100
CYP,2011,Education,Female,Core,86.11512876,86.11512876,100
CYP,2011,Education,Male,Core,85.79790519,85.79790519,100
CYP,2011,Housing,All,Core,99.13016722,99.13016722,100
CYP,2011,Work,All,Core,100,100,100
CYP,2012,Education,All,Core,91.03478833,91.03478833,100
CYP,2012,Education,Female,Core,92.00681463,92.00681463,100
CYP,2012,Education,Male,Core,90.11310821,90.11310821,100
CYP,2012,Housing,All,Core,99.06310082,99.06310082,100
CYP,2012,Work,All,Core,100,100,100
CYP,2013,Education,All,Core,90.67376158,90.67376158,100
CYP,2013,Education,Female,Core,91.94511014,91.94511014,100
CYP,2013,Education,Male,Core,89.48266529,89.48266529,100
CYP,2013,Housing,All,Core,99.00570768,99.00570768,100
CYP,2013,Work,All,Core,99.53173793,99.53173793,100
CYP,2014,Education,All,Core,90.67687471,90.67687471,100
CYP,2014,Education,Female,Core,92.45496977,92.45496977,100
CYP,2014,Education,Male,Core,89.03358758,89.03358758,100
CYP,2014,Housing,All,Core,98.92303794,98.92303794,100
CYP,2014,Work,All,Core,99.53225032,99.53225032,100
CYP,2015,Education,All,Core,91.47057011,91.47057011,100
CYP,2015,Education,Female,Core,92.35241484,92.35241484,100
CYP,2015,Education,Male,Core,90.638029,90.638029,100
CYP,2015,Housing,All,Core,98.82470734,98.82470734,100
CYP,2015,Work,All,Core,100,100,100
CYP,2016,Education,All,Core,91.47057011,91.47057011,100
CYP,2016,Education,Female,Core,92.35241484,92.35241484,100
CYP,2016,Education,Male,Core,90.638029,90.638029,100
CYP,2016,Housing,All,Core,98.74799693,98.74799693,100
CYP,2016,Work,All,Core,100,100,100
CYP,2017,Education,All,Core,91.47057011,91.47057011,100
CYP,2017,Education,Female,Core,92.35241484,92.35241484,100
CYP,2017,Education,Male,Core,90.638029,90.638029,100
CYP,2017,Housing,All,Core,98.67541945,98.67541945,100
CYP,2017,Work,All,Core,100,100,100
CYP,2007,Health,All,HiY,88.42594452,87.54204482,99.48886979
CYP,2008,Health,All,HiY,88.58023294,87.69848932,99.49331953
CYP,2009,Health,All,HiY,88.79959744,87.89764994,99.47334331
CYP,2010,Health,All,HiY,88.96377631,88.05495777,99.46772489
CYP,2011,Health,All,HiY,89.1377473,88.21856573,99.45819526
CYP,2012,Education,All,HiY,69.61415275,67.37973225,95.26065012
CYP,2012,Education,Female,HiY,71.3521661,69.06237579,95.26065012
CYP,2012,Education,Male,HiY,67.69815217,65.5336152,95.26065012
CYP,2012,Health,All,HiY,89.33752551,88.39848678,99.43782998
CYP,2012,Housing,All,HiY,82.39892396,81.8149283,99.24055193
CYP,2012,PISA_Average,All,HiY,47.75836183,43.28952084,90.52130024
CYP,2012,PISA_Average,Female,HiY,50.05134096,45.47176034,90.52130024
CYP,2012,PISA_Average,Male,HiY,45.05350416,40.72443022,90.52130024
CYP,2013,Education,All,HiY,70.41031139,68.17589089,95.26065012
CYP,2013,Education,Female,HiY,71.97198067,69.68219036,95.26065012
CYP,2013,Education,Male,HiY,68.66333521,66.49879824,95.26065012
CYP,2013,Health,All,HiY,89.51861998,88.55419514,99.41015201
CYP,2013,Housing,All,HiY,83.58507874,82.83580278,99.02896173
CYP,2013,PISA_Average,All,HiY,47.75836183,43.28952084,90.52130024
CYP,2013,PISA_Average,Female,HiY,50.05134096,45.47176034,90.52130024
CYP,2013,PISA_Average,Male,HiY,45.05350416,40.72443022,90.52130024
CYP,2014,Education,All,HiY,71.19655928,68.96213878,95.26065012
CYP,2014,Education,Female,HiY,72.74485329,70.45506298,95.26065012
CYP,2014,Education,Male,HiY,69.45957108,67.29503411,95.26065012
CYP,2014,Health,All,HiY,89.60976759,88.64325925,99.40906241
CYP,2014,Housing,All,HiY,83.71780577,82.96258882,99.02065313
CYP,2014,PISA_Average,All,HiY,47.75836183,43.28952084,90.52130024
CYP,2014,PISA_Average,Female,HiY,50.05134096,45.47176034,90.52130024
CYP,2014,PISA_Average,Male,HiY,45.05350416,40.72443022,90.52130024
CYP,2015,Education,All,HiY,68.29849242,66.26094746,95.08574327
CYP,2015,Education,Female,HiY,70.70424766,68.49559997,95.08574327
CYP,2015,Education,Male,HiY,66.14702814,64.26255266,95.08574327
CYP,2015,Health,All,HiY,89.69186611,88.73456236,99.42139555
CYP,2015,Housing,All,HiY,81.93798785,81.25715236,99.11479114
CYP,2015,PISA_Average,All,HiY,42.11299973,38.03790982,90.17148654
CYP,2015,PISA_Average,Female,HiY,46.4413821,42.02408674,90.17148654
CYP,2015,PISA_Average,Male,HiY,38.27506122,34.50611025,90.17148654
CYP,2016,Education,All,HiY,68.29849242,66.26094746,95.08574327
CYP,2016,Education,Female,HiY,70.70424766,68.49559997,95.08574327
CYP,2016,Education,Male,HiY,66.14702814,64.26255266,95.08574327
CYP,2016,Health,All,HiY,89.73690705,88.79603789,99.44152867
CYP,2016,Housing,All,HiY,84.11738845,83.55719187,99.26890555
CYP,2016,PISA_Average,All,HiY,42.11299973,38.03790982,90.17148654
CYP,2016,PISA_Average,Female,HiY,46.4413821,42.02408674,90.17148654
CYP,2016,PISA_Average,Male,HiY,38.27506122,34.50611025,90.17148654
CYP,2017,Education,All,HiY,68.29849242,66.26094746,95.08574327
CYP,2017,Education,Female,HiY,70.70424766,68.49559997,95.08574327
CYP,2017,Education,Male,HiY,66.14702814,64.26255266,95.08574327
CYP,2017,Health,All,HiY,89.7959909,88.86704763,99.45623146
CYP,2017,Housing,All,HiY,84.00939468,83.53703646,99.38179798
CYP,2017,PISA_Average,All,HiY,42.11299973,38.03790982,90.17148654
CYP,2017,PISA_Average,Female,HiY,46.4413821,42.02408674,90.17148654
